Id Producto,Código,SKU,Código EAN / UPC,Nombre,Variante,Marca,Tags de Producteca,Id Publicación MercadoLibre,Notas
90857766,P3740,P3740,8429420188112,Isdin Fotoprotector Fusion Fluid Mineral Spf 50 50ml,,ISDIN,Protectores solares,MLA885670626,"Fotoprotector fluido SPF 50 con 100% filtros físicos.
 
 Alta fotoprotección para la piel sensible, atópica o intolerante a los filtros químicos. Hidratación intensa.
 
 Beneficios:
 Fotoprotector fluido con 100% filtros físicos. Especialmente formulado para pieles secas, grasas, mixtas, atópicas, sensibles o intolerantes a los filtros solares químicos.
 Su textura Fusion Fluid se funde con la piel logrando una protección invisible y una hidratación intensa.
 Muy hidratante.
 Muy resistente al agua.
 
 Modo de uso/ Modo de aplicación:
 Aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Reaplicar cada 2 horas y tras transpirar, nadar o secarse con toalla. Al reducir esta cantidad, se reduce el factor de protección. 
 
 Ingeredientes:
 Aqua (Water), Titanium Dioxide [nano], Diethylhexyl Carbonate, Propylene Glycol Dicaprylate/Dicaprate, Zinc Oxide [nano], Dibutyl Adipate, Dicaprylyl Carbonate, Alcohol Denat., Dimethicone, Butylene Glycol, Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer, PEG-30 Dipolyhydroxystearate, Silica, Polyglyceryl-6 Polyricinoleate, Butyloctyl Salicylate, Allantoin, Sodium Hyaluronate, Polyglyceryl-2 Isostearate, Panthenol, Tocopheryl Acetate, Magnesium Sulfate, Phenylpropanol, Disteardimonium Hectorite, Propanediol, Caprylyl Glycol, Triethoxycaprylylsilane, Glyceryl Stearate, PEG-8, Dimethicone Crosspolymer, Tocopherol, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid"
90771151,P3712,P3712,8470001631695,Isdin Fotoprotector Fusion Gel Sport Fps50+ 100ml,,ISDIN,Fotoprotección Corporal,MLA885119776,"Fotoprotector ISDIN Fusion Gel SPF 50+
 
 Fotoprotección corporal en gel ideal para practicar deporte. Fotoprotector corporal en gel para deportistas. Ofrece un efecto refrescante inmediato mientras protege la piel de la radiación UVB y UVA con una protección muy alta SPF 50+. Es ultraligero y transpirable como una segunda piel. 
 
 Beneficios:
 Gel transparente ultraligero, eﬁcaz también sobre piel mojada gracias a la tecnología Wet Skin. 
 Muy resistente al agua y resistente al sudor, ideal para zonas pilosas, especialmente brazos, piernas y cuero cabelludo. 
 
 Apto para todo tipo de deportes y condiciones. Su fórmula proporciona una inmediata sensación de frescor sobre la piel que ayuda a equilibrar la temperatura corporal durante el ejercicio. 
 
 Envase portable aceptado en cabina.Testado dermatológicamente. Oil-Free. 
 
 Fórmula Sea Friendly.
 Recuerda el uso de fotoprotector incluso en los días nublados y en el agua. Al aplicar Fusion Gel Sport notarás una sensación refrescante, “cooling down effect”, que ayudará a equilibrar la temperatura corporal mientras practicas ejercicio.
 
 Modo de uso/ Modo de aplicación
 Aplica: 
 1- Marca la línea 
 2- Extiende 3 segundos 
 3- Disfruta de la protección invisible y fresca que se funde con la piel 
 Reaplicar cada 2 horas o bien tras transpirar, nadar o secarse con toalla.
 
 Contenido:
 100ml"
175290551,P36614,P36614,8429420243378,Isdin Fotoprotector Fusion Water 50ml +Gel Crema 50fps 100ml,,ISDIN,Protector Solar,MLA1380399317,Protección solar ultraligera y de uso diario que además de garantizar una alta protección frente a la radiación UVB y UVA aporta hidratación intensa y absorción inmediata. No comedogénico. Oil-free. Hipoalergénico. Hidrata como una crema y se absorbe rápidamente como un gel.
169109038,P34637,P34637,8429420226272,Isdin Fotoprotector Fusion Water Bronze Fps50 50ml,,ISDIN,Protectores solares,MLA1285391474,"Fotoprotector facial de fase acuosa que aporta hidratación intensa, absorción inmediata y garantiza una alta protección frente a la radiación UV. Fórmula mejorada. Con Color. Textura ultraligera de cobertura natural que disimula imperfecciones.Alta protección UVB SPF50 y UVA.
 ALTA PROTECCIÓN UV: Protección SPF50 UVB y UVA evaluada clínicamente en laboratorio y en condiciones reales de alta radiación solar.
  
 BENEFICIOS:
 NO IRRITA LOS OJOS: Evaluado bajo control oftalmológico.
 TOLERANCIA ÓPTIMA: Textura ultraligera de absorción inmediata e hidratación intensa que no deja residuo. Apto para todo tipo de pieles incluida piel atópica. Fórmula oil-free.
 WET SKIN: Puede aplicarse sobre piel húmeda. 
 SEA FRIENDLY: Fórmula con la mayoría de ingredientes biodegradables y/o inorgánicos. 
 La fórmula mejorada de Fusion Water, con el doble de ácido hialurónico, aporta hidratación intensa hasta 12 horas y disminuye la pérdida de agua por evaporación transepidérmica durante 8 horas.
 Su textura ultraligera se absorbe al instante y proporciona una delicada sensación de frescor y un acabado sedoso
  
 Modo de uso/ Modo de aplicación:
 Aplicar generosamente sobre la piel seca o mojada, media hora antes de la exposición solar. Reaplicar cada 2 horas así como tras transpirar, nadar o secarse con la toalla. Mantener a los bebés y niños fuera de la luz solar directa. Mantener el producto fuera del alcance de los niños."
90728320,P8966,P8966,8429420154186,Isdin Fotoprotector Fusion Water Color Fps50 50ml,,ISDIN,Fotoprotección Facial,MLA885038652,"Fotoprotector facial de fase acuosa que aporta hidratación intensa, absorción inmediata y garantiza una alta protección frente a la radiación UV. Fórmula mejorada. Con Color. Textura ultraligera de cobertura natural que disimula imperfecciones.Alta protección UVB SPF50 y UVA.
 
 ALTA PROTECCIÓN UV: Protección SPF50 UVB y UVA evaluada clínicamente en laboratorio y en condiciones reales de alta radiación solar.
 
 
 BENEFICIOS:
 
 NO IRRITA LOS OJOS: Evaluado bajo control oftalmológico.
 
 TOLERANCIA ÓPTIMA: Textura ultraligera de absorción inmediata e hidratación intensa que no deja residuo. Apto para todo tipo de pieles incluida piel atópica. Fórmula oil-free.
 
 WET SKIN: Puede aplicarse sobre piel húmeda. 
 
 SEA FRIENDLY: Fórmula con ingredientes biodegradables.
 La fórmula mejorada de Fusion Water, con el doble de ácido hialurónico, aporta hidratación intensa hasta 12 horas y disminuye la pérdida de agua por evaporación transepidérmica durante 8 horas.
 Su textura ultraligera se absorbe al instante y proporciona una delicada sensación de frescor y un acabado sedoso
 ALTA PROTECCIÓN UV: Protección SPF50 UVB y UVA evaluada clínicamente en laboratorio y en condiciones reales de alta radiación solar.
 NO IRRITA LOS OJOS: Evaluado bajo control oftalmológico.
 TOLERANCIA ÓPTIMA: Textura ultraligera de absorción inmediata e hidratación intensa que no deja residuo. Apto para todo tipo de pieles incluida piel atópica. Fórmula oil-free.
 WET SKIN: Puede aplicarse sobre piel húmeda. 
 SEA FRIENDLY: Fórmula con la mayoría de ingredientes biodegradables y/o inorgánicos. 
 La fórmula mejorada de Fusion Water, con el doble de ácido hialurónico, aporta hidratación intensa hasta 12 horas y disminuye la pérdida de agua por evaporación transepidérmica durante 8 horas.
 Su textura ultraligera se absorbe al instante y proporciona una delicada sensación de frescor y un acabado sedoso
 
 Modo de uso/ Modo de aplicación:
 
 Aplicar generosamente sobre la piel seca o mojada, media hora antes de la exposición solar. Reaplicar cada 2 horas así como tras transpirar, nadar o secarse con la toalla. Mantener a los bebés y niños fuera de la luz solar directa. Mantener el producto fuera del alcance de los niños.
 "
90728316,P3748,P3748,8429420195950,Isdin Fotoprotector Fusion Water Fps50 50ml,,ISDIN,Fotoprotección Facial,MLA885038651,"Fotoprotector facial de fase acuosa que aporta hidratación intensa, absorción inmediata y garantiza una alta protección frente a la radiación UV. Fórmula mejorada
 
 ALTA PROTECCIÓN UV: Protección SPF50 UVB y UVA evaluada clínicamente en laboratorio y en condiciones reales de alta radiación solar.
 
 
 BENEFICIOS:
 
 NO IRRITA LOS OJOS: Evaluado bajo control oftalmológico.
 
 TOLERANCIA ÓPTIMA: Textura ultraligera de absorción inmediata e hidratación intensa que no deja residuo. Apto para todo tipo de pieles incluida piel atópica. Fórmula oil-free.
 
 WET SKIN: Puede aplicarse sobre piel húmeda. 
 
 SEA FRIENDLY: Fórmula con ingredientes biodegradables.
 La fórmula mejorada de Fusion Water, con el doble de ácido hialurónico, aporta hidratación intensa hasta 12 horas y disminuye la pérdida de agua por evaporación transepidérmica durante 8 horas.
 Su textura ultraligera se absorbe al instante y proporciona una delicada sensación de frescor y un acabado sedoso
 ALTA PROTECCIÓN UV: Protección SPF50 UVB y UVA evaluada clínicamente en laboratorio y en condiciones reales de alta radiación solar.
 NO IRRITA LOS OJOS: Evaluado bajo control oftalmológico.
 TOLERANCIA ÓPTIMA: Textura ultraligera de absorción inmediata e hidratación intensa que no deja residuo. Apto para todo tipo de pieles incluida piel atópica. Fórmula oil-free.
 WET SKIN: Puede aplicarse sobre piel húmeda. 
 SEA FRIENDLY: Fórmula con la mayoría de ingredientes biodegradables y/o inorgánicos. 
 La fórmula mejorada de Fusion Water, con el doble de ácido hialurónico, aporta hidratación intensa hasta 12 horas y disminuye la pérdida de agua por evaporación transepidérmica durante 8 horas.
 Su textura ultraligera se absorbe al instante y proporciona una delicada sensación de frescor y un acabado sedoso
 
 Modo de uso/ Modo de aplicación:
 
 Aplicar generosamente sobre la piel seca o mojada, media hora antes de la exposición solar, y reaplicar cada 2 horas. Tras transpirar, nadar, o secarse con la toalla, repetir aplicación. Si no se aplica la cantidad suficiente de producto, se reduce el factor de protección.
 
 "
169109039,P34636,P34636,8429420226265,Isdin Fotoprotector Fusion Water Light FPS 50 50ml,,ISDIN,Protectores solares,MLA1283562217,"Fotoprotector facial de fase acuosa que aporta hidratación intensa, absorción inmediata y garantiza una alta protección frente a la radiación UV. Fórmula mejorada. Con Color. Textura ultraligera de cobertura natural que disimula imperfecciones.Alta protección UVB SPF50 y UVA.
 ALTA PROTECCIÓN UV: Protección SPF50 UVB y UVA evaluada clínicamente en laboratorio y en condiciones reales de alta radiación solar.
  
 BENEFICIOS:
 NO IRRITA LOS OJOS: Evaluado bajo control oftalmológico.
 TOLERANCIA ÓPTIMA: Textura ultraligera de absorción inmediata e hidratación intensa que no deja residuo. Apto para todo tipo de pieles incluida piel atópica. Fórmula oil-free.
 WET SKIN: Puede aplicarse sobre piel húmeda. 
 SEA FRIENDLY: Fórmula con la mayoría de ingredientes biodegradables y/o inorgánicos. 
 La fórmula mejorada de Fusion Water, con el doble de ácido hialurónico, aporta hidratación intensa hasta 12 horas y disminuye la pérdida de agua por evaporación transepidérmica durante 8 horas.
 Su textura ultraligera se absorbe al instante y proporciona una delicada sensación de frescor y un acabado sedoso
  
 Modo de uso/ Modo de aplicación:
 Aplicar generosamente sobre la piel seca o mojada, media hora antes de la exposición solar. Reaplicar cada 2 horas así como tras transpirar, nadar o secarse con la toalla. Mantener a los bebés y niños fuera de la luz solar directa. Mantener el producto fuera del alcance de los niños."
90728321,P15319,P15319,8429420201361,Isdin Fotoprotector Fusion Water Urban Fps30 50ml,,ISDIN,Fotoprotección Facial,MLA885038655,"Fotoprotector ISDIN Fusion Water Urban SPF 30
 
 Fotoprotección ultraligera de uso diario para entornos urbanos. Fotoprotector facial de fase acuosa y textura ultraligera que protege la piel del daño oxidativo inducido por la polución urbana y ofrece una protección reforzada frente a UVA y Luz Azul. Proporciona una mejora en los signos de fatiga en la piel aportándole luminosidad y aspecto saludable.
 
 BENEFICIOS:
 
 PROTECCIÓN URBANA: Protección ideal para entornos urbanos. Alta protección UV con SPF30. Protección reforzada UVA y Luz Azul. Antipolución.
 NO IRRITA LOS OJOS: Evaluado bajo control oftalmológico.
 TOLERANCIA ÓPTIMA: Textura ultraligera de absorción inmediata que no deja residuo. Base ideal de maquillaje. Apto para todo tipo de pieles, incluida piel atópica.Oil-free. No comedogénico. 
 
 WET SKIN:Puede aplicarse sobre piel húmeda. Especialmente diseñado para integrarse en la rutina de belleza diaria. 
 
 SEA FRIENDLY:Fórmula con ingredientes biodegradables.
 Fusion Water Urban protege la piel del daño oxidativo inducido por la polución urbana y ofrece una protección reforzada frente a UVA y Luz Azul. Su fórmula contiene un complejo de activos antioxidantes que actúa contra la síntesis de melanina y proporcionan una mejora en los signos de fatiga en la piel aportándole luminosidad y un aspecto saludable.
 
 Modo de uso/ Modo de aplicación:
 
 Aplicar generosamente sobre la piel seca como último paso de la rutina de cuidado de la piel, antes del maquillaje. Si la exposición solar es superior a dos horas, recomendamos reaplicar el producto.
 
 
 
 Modo de uso: Aplicar generosamente sobre la piel seca como último paso de la rutina de cuidado de la piel, antes del maquillaje. Si la exposición solar es superior a dos horas, recomendamos reaplicar el producto."
172198048,P34637,P34637,8429420226272,Isdin Fotoprotector Fusion Water con Color FPS50 50ml,Bronze,ISDIN,Protector Solar,MLA1370047138,"Fotoprotector facial de fase acuosa que aporta hidratación intensa, absorción inmediata y garantiza una alta protección frente a la radiación UV. Fórmula mejorada. Con Color. Textura ultraligera de cobertura natural que disimula imperfecciones.Alta protección UVB SPF50 y UVA.
  ALTA PROTECCIÓN UV: Protección SPF50 UVB y UVA evaluada clínicamente en laboratorio y en condiciones reales de alta radiación solar.
  
  BENEFICIOS:
  NO IRRITA LOS OJOS: Evaluado bajo control oftalmológico.
  TOLERANCIA ÓPTIMA: Textura ultraligera de absorción inmediata e hidratación intensa que no deja residuo. Apto para todo tipo de pieles incluida piel atópica. Fórmula oil-free.
  WET SKIN: Puede aplicarse sobre piel húmeda. 
  SEA FRIENDLY: Fórmula con la mayoría de ingredientes biodegradables y/o inorgánicos. 
  La fórmula mejorada de Fusion Water, con el doble de ácido hialurónico, aporta hidratación intensa hasta 12 horas y disminuye la pérdida de agua por evaporación transepidérmica durante 8 horas.
  Su textura ultraligera se absorbe al instante y proporciona una delicada sensación de frescor y un acabado sedoso
  
  Modo de uso/ Modo de aplicación:
  Aplicar generosamente sobre la piel seca o mojada, media hora antes de la exposición solar. Reaplicar cada 2 horas así como tras transpirar, nadar o secarse con la toalla. Mantener a los bebés y niños fuera de la luz solar directa. Mantener el producto fuera del alcance de los niños."
90771076,P3720,P3720,8470001631718,Isdin Fotoprotector Gel Crema Dry Touch Color Fps50+,,ISDIN,Fotoprotección Facial,MLA885120576,"Fotoprotector ISDIN Gel Cream Dry Touch COLOR SPF 50+
 
 Gel Cream con toque seco, mate y que aporta color. Fotoprotección diaria con color, para la piel normal, mixta y grasa. 
 
 Beneficios:
 Proporciona un efecto matificante.
 Toque seco, ideal para la piel normal, mixta y grasa. 
 Unifica tu tono de piel y disimula las imperfecciones. 
 No comedogénico.
 Con Color
 
 
 Modo de uso/ Modo de aplicación
 Aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Aplicar 2mg/cm² de producto; al reducir esta dosis, se reduce el factor de protección. Reaplicar cada 2 horas, así como tras transpirar, nadar o secarse con toalla.
 
 Contenido:
 50ml"
90771070,P3739,P3739,8470001699664,Isdin Fotoprotector Gel Crema Dry Touch Fps50+ 50ml,,ISDIN,Fotoprotección Facial,MLA885121710,"Fotoprotector ISDIN Gel Cream Dry Touch SPF 50+
Un toque seco y mate
Protección diaria para la piel normal, mixta y grasa

Beneficios:
Proporciona un efecto matificante, con toque seco ideal para la piel normal, mixta y grasa

No comedogénico.

Composición:
Filtros UVA-UVB

Modo de uso:
Aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Reaplicar cada 2 horas, así como tras transpirar, nadar o secarse con Aplicar 2mg/cm² de producto. Al reducir esta dosis, se reduce el factor de protección.

"
90857761,P8473,P8473,8429420142312,Isdin Fotoprotector Gel Crema FPS30 250ml,,ISDIN,Protectores solares,MLA1554428790,"Fotoprotector ISDIN Gel Cream SPF 30
 
 El todoterreno de los fotoprotectores. Fotoprotector para rostro y cuerpo en gel crema que hidrata como una crema y refresca como un gel. Para toda la familia.
 
 Beneficios:
 Hidrata como una crema y se absorbe rápidamente como un gel. 
 Proporciona una agradable sensación de frescor con un acabado sedoso y sin brillos.
 
 Modo de uso/ Modo de aplicación:
 Aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Aplicar 2mg/cm² de producto; al reducir esta dosis, se reduce el factor de protección. Reaplicar cada 2 horas o bien tras transpirar, nadar o secarse con toalla.
 
 Ingeredientes:
 Aqua (Water), Alcohol Denat., Octocrylene, C12-15 Alkyl Benzoate, Butyl Methoxydibenzoylmethane, Dibutyl Adipate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Cyclo-pentasiloxane, Tromethamine, Cyclohexasiloxane, Ammonium Acryloyldimethyltaurate/VP Copolymer, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol [Nano], Phenylbenzimidazole Sulfonic Acid, Polyacrylamide, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, C13-14 Isoparaffin, Carbomer, Panthenol, Tocopheryl Acetate, Parfum (Fragrance), Decyl Glucoside, Xanthan Gum, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Retinyl Palmitate, Laureth-7, BHT, Linalool, Propylene Glycol, CI 77491 (Iron Oxides), CI 77499 (Iron Oxides), Tocopherol, CI 77492 (Iron Oxides)"
90771073,P12024,P12024,8429420161214,Isdin Fotoprotector Gel Crema Fps50+ 250ml,,ISDIN,Fotoprotección Corporal,MLA885121708,"Fotoprotector ISDIN Gel Cream SPF 50+
 
 El todoterreno de los fotoprotectores. Fotoprotector para rostro y cuerpo en gel crema que hidrata como una crema y refresca como un gel. Para toda la familia.
 
 Beneficios:
 Hidrata como una crema y se absorbe rápidamente como un gel. 
 Proporciona una agradable sensación de frescor con un acabado sedoso y sin brillos.
 
 
 
 
 
 Modo de uso/ Modo de aplicación
 Aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Aplicar 2mg/cm² de producto; al reducir esta dosis, se reduce el factor de protección. Reaplicar cada 2 horas o bien tras transpirar, nadar o secarse con toalla.
 
 Contenido:
 250ml"
120149367,P30978,P30978,8429420192263,Isdin Fotoprotector Hydro Lotion Spf50+ Protect & Detox,,ISDIN,Protectores solares,MLA1114137584,"Fotoprotector Hydro Lotion Spf50+ Protect & Detox
 
 Fotoprotector bifásico que protege y detoxifica la piel, de secado inmediato.
 
 Beneficios:
 - PROTEGE: Alta protección UVB/UVA SPF50.
 - DETOX: Gracias a su formulación con Chlorella Maris detoxifica y revitaliza la piel del daño inducido por la radiación solar gracias a su acción antioxidante.
 - Además de proteger la piel, aporta una acción hidratante de secado inmediato y de efecto refrescante. Ofrece a la piel un aspecto más flexible y elástico y más luminoso.
 - Testado dermatológicamente. Apto para todo tipo de pieles.
 - Resistente al agua
 
 Fórmula Sea Friendly
 
 Ingredientes:
 Aqua (Water), Coco-Caprylate/Caprate, Dicaprylyl Carbonate, Dicaprylyl Ether, Octocrylene, Propanediol, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Phenylbenzimidazole Sulfonic Acid, Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer, Glycerin, Tromethamine, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Sodium Chloride, Phenylpropanol, Parfum (Fragrance), Caprylyl Glycol, Tocopheryl Acetate, Disodium EDTA, Chlorella Vulgaris Extract, Tocopherol, Phenoxyethanol, Linalool, Alpha-Isomethyl Ionone, CI 42090 (Blue 1)
 
 Modo de uso:
 Mezclar durante 5 segundos y asegurar que las dos fases del producto se han mezclado correctamente antes de la aplicación. Aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Reaplicar cada 2 horas y tras transpirar, nadar o secarse con toalla. 
 
 Precuación:
 Al reducir la cantidad de aplicación o no agitar el producto lo suficiente, se reduce el factor de protección. No vaporizar sobre el rostro."
90771077,P12451,P12451,8429420161245,Isdin Fotoprotector Hydro Oil Fps30 Protege Y Broncea 200ml,,ISDIN,Fotoprotección Corporal,MLA885119772,"Fotoprotector ISDIN Hydro Oil SPF 30
 
 El primer fotoprotector bifásico que protege y broncea la piel. con Pro-Melanin Technology que potencia en un +43% más el bronceado. Alta protección UVA/UVB SPF30. 
 
 Beneficios:
 Con Pro-Melanin Technology que potencia en un +43% más el bronceado. Alta protección UVA/UVB SPF30. 
 Protege: Alta protección UVA UVB SPF30 
 Broncea: gracias a su Pro-Melanin Technology ofrece una protección natural, potenciando el bronceado hasta un +43%
 Además de proteger la piel, aporta una acción hidratante de secado inmediato y de efecto refrescante. 
 Ofrece a la piel un aspecto más flexible y elástico y más luminoso. 
 Testado dermatológicamente. Apto para todo tipo de pieles. 
 
 Modo de uso/ Modo de aplicación
 Mezclar durante 5 segundos y asegurar que las dos fases del producto se han mezclado correctamente antes de la aplicación. Aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Reaplicar cada 2 horas y tras transpirar, nadar o secarse con toalla. Al reducir la cantidad de aplicación o no agitar el producto lo suficiente, se reduce el factor de protección
 
 Contenido:
 200ml"
90771069,P4119,P4119,8470001838919,Isdin Fotoprotector Hydrolotion Fps50+ Protege Oxigena 200ml,,ISDIN,Fotoprotección Corporal,MLA885119775,"Fotoprotector ISDIN HydrOLotion SPF 50+
 
 Fotoprotector que protege y oxigena tu piel.
 
 Beneficios:
 Protege. Muy alta protección UVB/UVA SPF 50+
 Doble acción: Oxigena. Su contenido en SepitonicTM aumenta la oxigenación de la piel, promoviendo la reenergización y regeneración celular tras el estrés producido por el sol. 
 Hidratante. Secado inmediato. Una vez aplicado y extendido, desaparece de la piel en segundos sin dejar residuo.
 Apto para piel sensible. Sin alcohol. Resistente al agua. 
 Testado dermatológicamente.
 Fórmula biodegradable.
 
 Modo de uso/ Modo de aplicación
 Mezclar 5 segundos. Asegurar que el producto se ha mezclado correctamente antes de cualquier aplicación. Aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Reaplicar cada 2 horas y tras transpirar, nadar o secarse con toalla.
 
 Contenido:
 200ml"
90857760,P3671,P3671,8429420137974,Isdin Fotoprotector Labial Spf 50+ Protege Y Repara 4g,,ISDIN,,MLA885671995,"Protector Labial ISDIN spf 50+
 
 Alivia y repara los labios resecos, agrietados y maltratados.
 
 Beneficios:
 Protege gracias a su SPF 50+
 Repara e hidrata sin dejar sensación grasa.
 
 Modo de uso/ Modo de aplicación:
 Aplicar suave y uniformemente el stick sobre los labios. Se puede reaplicar tantas veces como sea necesario."
90857764,P15585,P15585,8429420196377,Isdin Fotoprotector Pediatrics Fusion Water Spf50 Niños 50ml,,ISDIN,Protectores solares,MLA885671998,"Fotoprotector ISDIN Fusion Water Pediatrics SPF 50
 
 Fotoprotección ultraligera de uso diario para niños que no irrita los ojos. Fotoprotector facial de fase acuosa que aporta hidratación intensa, absorción inmediata y garantiza una alta protección SPF 50 frente a la radiación UVB y UVA. Está especialmente formulado para la piel de niños y bebés a partir de 6 meses.
 
 Beneficios:
 ALTA PROTECCIÓN UV:Evaluada clínicamente en laboratorio y en condiciones reales de alta radiación solar. 
 NO IRRITA LOS OJOS:Evaluado bajo control oftalmológico. 
 TOLERANCIA ÓPTIMA:Textura ultraligera de absorción inmediata e hidratación intensa que no deja residuo. Apto para todo tipo de pieles. Sin perfume. Testado pediátrica y dermatológicamente.Hipoalergénico: formulado para minimizar riesgos de alergia. 
 
 WET SKIN: Puede aplicarse sobre piel húmeda. 
 
 SEA FRIENDLY:Fórmula con la mayoría de ingredientes biodegradables y/o inorgánicos.
 La fórmula mejorada de Fusion Water Pediatrics aporta hidratación intensa y absorción al instante sin dejar residuo graso, proporcionando una delicada sensación de frescor y un acabado sedoso.
 
 Modo de uso/ Modo de aplicación:
 Aplicar generosamente sobre la piel seca o mojada, media hora antes de la exposición solar, y reaplicar cada 2 horas. Tras transpirar, nadar, o secarse con la toalla, repetir aplicación. Si no se aplica la cantidad suficiente de producto, se reduce el factor de protección.
 
 Ingeredientes:
 Aqua (Water), Octocrylene, Ethylhexyl Salicylate, Propanediol, Butyl Methoxydibenzoylmethane, Polymethyl Methacrylate, Dimethicone, Phenylbenzimidazole Sulfonic Acid, Polysilicone-15, Propylene Glycol Dicaprylate/Dicaprate, Tromethamine, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, 1,2-Hexanediol, Polysorbate 60, PEG-10 Dimethicone, Sodium Hyaluronate, Tocopheryl Acetate, Xanthan Gum, Caprylyl Glycol, Disodium EDTA, PEG-8, Tocopherol, Tropolone, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid"
90857769,P8477,P8477,8429420125117,Isdin Fotoprotector Pediatrics Gel Crema Spf 50 Niños 250ml,,ISDIN,Protectores solares,MLA885670992,"Fotoprotector ISDIN Gel Cream Pediatrics SPF 50+
 
 Fotoprotección diaria de la piel frágil e inmadura del niño. El todoterreno de los fotoprotectores.
 
 Beneficios:
 Hidrata como una crema y se absorbe rápidamente como un gel.
 Fácil extensibilidad.
 Acabado sedoso y sin brillos.
 Muy resistente al agua y a la fricción.
 Mantiene la piel del niño protegida gracias a su formulación con filtros biológicos, vitamina E y dexpantenol.
 
 Modo de uso/ Modo de aplicación:
 Aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Aplicar 2mg/cm² de producto; al reducir esta dosis, se reduce el factor de protección. Reaplicar cada 2 horas o bien tras transpirar, nadar o secarse con toalla.
 
 Ingeredientes:
 Aqua (Water), Alcohol Denat., Octocrylene, C12-15 Alkyl Benzoate, Butyl Methoxydibenzoylmethane, Dibutyl Adipate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Cyclopentasiloxane, Tromethamine, Cyclohexasiloxane, Ammonium Acryloyldimethyltaurate/VP Copolymer, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol [Nano], Phenylbenzimidazole Sulfonic Acid, Polyacrylamide, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, C13-14 Isoparaffin, Carbomer, Panthenol, Tocopheryl Acetate, Parfum (Fragrance), Decyl Glucoside, Xanthan Gum, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Laureth-7, BHT, Linalool, Propylene Glycol."
90857772,P3989,P3989,8429420187962,Isdin Fotoprotector Pediatrics Mineral Baby Spf 50 Bebé 50ml,,ISDIN,Protectores solares,MLA885670625,"Fotoprotector ISDIN Fusion Fluid Mineral Baby Pediatrics SPF 50
 
 Fotoprotección 100% mineral para la piel del niño y bebé (+6 meses). Fotoprotector fluido con filtros físicos especialmente formulado para la piel frágil del niño. A partir de 6 meses. Apto para piel atópica y sensible. Para rostro y cuerpo. Protege de la radiación indirecta del sol.
 
 Beneficios:
 Alta protección UVB/UVA SPF 50. Protección frente a la radiación UV indirecta. 
 Facial y corporal.
 Apto para niños +6 meses.
 100% filtros minerales.
 Absorción inmediata. Muy resistente al agua. 
 Sin perfume. 
 
 Modo de uso/ Modo de aplicación:
 Aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Reaplicar cada 2 horas y tras transpirar, nadar o secarse con toalla. Al reducir esta cantidad, se reduce el factor de protección. A partir de 6 meses. Mantenga los bebés y niños fuera de la luz solar directa. Pediatras y dermatólogos recomiendan no exponerles directamente al sol y protegerles adecuadamente (ropa, sombreros, gafas de sol y fotoprotectores de SPF alto).
 
 Ingeredientes:
 Aqua (Water), Dicaprylyl Carbonate, Diethylhexyl Carbonate, Cyclopentasiloxane, Dibutyl Adipate, Titanium Dioxide [nano], Zinc Oxide [nano], Alcohol Denat., Cyclohexasiloxane, Butylene Glycol, PEG-30 Dipolyhydroxystearate, Nylon-12, Dimethicone, PEG-10 Dimethicone, Sodium Chloride, Silica, Phenoxyethanol, Disteardimonium Hectorite, Allantoin, Glyceryl Stearate, Tocopheryl Acetate, Triethoxycaprylylsilane, Disodium EDTA, Sodium Hyaluronate, Ethylhexylglycerin, PEG-8, Tocopherol, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid."
