CATEGORIA ,MARCA ,EAN,FRANQUICIA ,SUBFRANQUICIA ,EJE,TITULO ,COLOR ,NUMERO,NOMBRE ,TIPO DE PRODUCTO ,DESCRIPCIÓN LARGA,BENEFICIOS ,MODO DE APLICACIÓN,TIPO DE PIEL,USO ,EFECTO ,HIPOALERGENICO,CROSSELLING,KEY WORD PARA SEARCH,Pack Size,Pack Size UOM,Pack Size UOM
MAKE UP ,L'OREAL PARIS ,3600524026547,Paradise,-,LABIOS ,Labial L'Oréal Paris Paradise Balm Tono Nude Heaven,,#REF!,NUDE HEAVEN,Labial en barra,"El nuevo Glow Paradise Balm de L’Oréal Paris, consigue unos labios suaves e hidratados gracias a su fórmula enriquecida hasta con un 98% de ingredientes naturales que mejora la apariencia de los labios y aporta un brillo natural.

El nuevo Glow Paradise Balm de L’Oréal Paris actúa como un 2 en 1: intensifica el color de tus labios como un labial y aporta un 47% más de hidratación como un bálsamo. Consigue unos labios suaves e hidratados gracias a su fórmula enriquecida hasta con un 98% de ingredientes naturales que mejora la apariencia de los labios y aporta un brillo natural.

	- Intensifica el color de tus labios
	- Mejora la apariencia de los labios
	- Hidratación intensa
	- Efecto volumen
	- Ingredientes naturales
Disponible en 5 tonos",Hidratacion Intensa. Volumen intenso. Intensifica el color de tus labios,Aplica el labial dejando que se derrita suavemente con tus labios.,Si,Día y Noche,,No,,"Maquillaje, labios, labial en barra, gloss, Paradise, hidratacion, larga duracion, Labial, Labial loreal, Labial loreal paris, Labial paradise balm, paradise balm, paradais balm, labial paradais balm, Lip Balm, Maquillaje de labios, Labiales loreal paris",3.8,GR ,
MAKE UP ,L'OREAL PARIS ,3600524026578,Paradise,-,LABIOS ,Labial L'Oréal Paris Paradise Balm Tono Rose Mirage,,#REF!,ROSE MIRAGE,Labial en barra,"El nuevo Glow Paradise Balm de L’Oréal Paris, consigue unos labios suaves e hidratados gracias a su fórmula enriquecida hasta con un 98% de ingredientes naturales que mejora la apariencia de los labios y aporta un brillo natural.

El nuevo Glow Paradise Balm de L’Oréal Paris actúa como un 2 en 1: intensifica el color de tus labios como un labial y aporta un 47% más de hidratación como un bálsamo. Consigue unos labios suaves e hidratados gracias a su fórmula enriquecida hasta con un 98% de ingredientes naturales que mejora la apariencia de los labios y aporta un brillo natural.

	- Intensifica el color de tus labios
	- Mejora la apariencia de los labios
	- Hidratación intensa
	- Efecto volumen
	- Ingredientes naturales
Disponible en 5 tonos",Hidratacion Intensa. Volumen intenso. Intensifica el color de tus labios,Aplica el labial dejando que se derrita suavemente con tus labios.,Si,Día y Noche,,No,,"Maquillaje, labios, labial en barra, gloss, Paradise, hidratacion, larga duracion, Labial, Labial loreal, Labial loreal paris, Labial paradise balm, paradise balm, paradais balm, labial paradais balm, Lip Balm, Maquillaje de labios, Labiales loreal paris",3.8,GR ,
MAKE UP ,L'OREAL PARIS ,30147959,Color Riche,,LABIOS ,Labial Matte L'Oréal Paris Color Riche Tono Coral Irrevere,,#REF!,CORAL IRREVERE,Labial en barra,"Descubrí el Labial en Barra Color Riche Intense Volume Matte, el compañero ideal para unos labios impactantes con un acabado ultra mate de larga duración. Su fórmula innovadora, enriquecida con ácido hialurónico, ofrece hasta 16 horas de color e hidratación, sin transferirse.
Sentí la sensación de unos labios cómodos y visiblemente más llenos durante todo el día, gracias a la fórmula con ácido hialurónico de este labial. Su acabado mate, liviano y cremoso, te brinda un look sofisticado y moderno.
No te preocupes por los retoques constantes, ya que este labial aguanta sin transferirse, manteniendo su intensidad y color intactos. Además, su nuevo envase más elegante facilita una aplicación precisa, resaltando la forma natural de tus labios.
El Labial en Barra Color Riche Intense Volume Matte está disponible en una amplia variedad de 8 tonos, para que encuentres el color perfecto que se adapte a tu estilo y personalidad.
",Dura hasta 16 horas. Volumen intenso. Acabado matte,"Aplica el labial sobre tus labios comenzando por el centro y deslizando la fórmula hacia las comisuras, extendiendo el color en toda el área de los labios.",Si,Día y Noche,Mate,No,,"Maquillaje, Labios, Acabado Mate, Colores intensos, Larga duracion, labial en barra, color riche, Labial, Labial loreal paris, Labial efecto mate, Ultra mate, labial loreal paris, labial efecto mate, pinta labios loreal, loreal paris labial, color rich, colour rich",3.6,GR,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?csf=1&web=1&e=HHG0NV&cid=d1ff7fa6%2Da556%2D4286%2D8190%2D726f04eaa906&FolderCTID=0x012000F211C015EFB11442B50B93E86223B619&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FLOREAL%20PARIS%2FLABIOS%2FCOLOR%20RICHE%2F2%2E%20A%2B%20CONTENT%2FTONO%20241%20%2D%2030147959&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,L'OREAL PARIS ,30153066,Color Riche,,LABIOS ,Labial Matte L'Oréal Paris Color Riche Tono Mauve Indompta,,#REF!,MAUVE INDOMPTA,Labial en barra,"Descubrí el Labial en Barra Color Riche Intense Volume Matte, el compañero ideal para unos labios impactantes con un acabado ultra mate de larga duración. Su fórmula innovadora, enriquecida con ácido hialurónico, ofrece hasta 16 horas de color e hidratación, sin transferirse.
Sentí la sensación de unos labios cómodos y visiblemente más llenos durante todo el día, gracias a la fórmula con ácido hialurónico de este labial. Su acabado mate, liviano y cremoso, te brinda un look sofisticado y moderno.
No te preocupes por los retoques constantes, ya que este labial aguanta sin transferirse, manteniendo su intensidad y color intactos. Además, su nuevo envase más elegante facilita una aplicación precisa, resaltando la forma natural de tus labios.
El Labial en Barra Color Riche Intense Volume Matte está disponible en una amplia variedad de 8 tonos, para que encuentres el color perfecto que se adapte a tu estilo y personalidad.
",Dura hasta 16 horas. Volumen intenso. Acabado matte,"Aplica el labial sobre tus labios comenzando por el centro y deslizando la fórmula hacia las comisuras, extendiendo el color en toda el área de los labios.",Si,Día y Noche,Mate,No,,"Maquillaje, Labios, Acabado Mate, Colores intensos, Larga duracion, labial en barra, color riche, Labial, Labial loreal paris, Labial efecto mate, Ultra mate, labial loreal paris, labial efecto mate, pinta labios loreal, loreal paris labial, color rich, colour rich",3.6,GR,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?csf=1&web=1&e=HHG0NV&cid=d1ff7fa6%2Da556%2D4286%2D8190%2D726f04eaa906&RootFolder=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FLOREAL%20PARIS%2FLABIOS%2FCOLOR%20RICHE%2F2%2E%20A%2B%20CONTENT%2FTONO%20482%20%2D%2030153066&FolderCTID=0x012000F211C015EFB11442B50B93E86223B619
MAKE UP ,L'OREAL PARIS ,30145382,Color Riche,,LABIOS ,Labial Matte L'Oréal Paris Color Riche Tono Nude admirable,,#REF!,NUDE ADMIRABLE,Labial en barra,"Descubrí el Labial en Barra Color Riche Intense Volume Matte, el compañero ideal para unos labios impactantes con un acabado ultra mate de larga duración. Su fórmula innovadora, enriquecida con ácido hialurónico, ofrece hasta 16 horas de color e hidratación, sin transferirse.
Sentí la sensación de unos labios cómodos y visiblemente más llenos durante todo el día, gracias a la fórmula con ácido hialurónico de este labial. Su acabado mate, liviano y cremoso, te brinda un look sofisticado y moderno.
No te preocupes por los retoques constantes, ya que este labial aguanta sin transferirse, manteniendo su intensidad y color intactos. Además, su nuevo envase más elegante facilita una aplicación precisa, resaltando la forma natural de tus labios.
El Labial en Barra Color Riche Intense Volume Matte está disponible en una amplia variedad de 8 tonos, para que encuentres el color perfecto que se adapte a tu estilo y personalidad.
",Dura hasta 16 horas. Volumen intenso. Acabado matte,"Aplica el labial sobre tus labios comenzando por el centro y deslizando la fórmula hacia las comisuras, extendiendo el color en toda el área de los labios.",Si,Día y Noche,Mate,No,,"Maquillaje, Labios, Acabado Mate, Colores intensos, Larga duracion, labial en barra, color riche, Labial, Labial loreal paris, Labial efecto mate, Ultra mate, labial loreal paris, labial efecto mate, pinta labios loreal, loreal paris labial, color rich, colour rich",3.6,GR,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?csf=1&web=1&e=HHG0NV&cid=d1ff7fa6%2Da556%2D4286%2D8190%2D726f04eaa906&FolderCTID=0x012000F211C015EFB11442B50B93E86223B619&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FLOREAL%20PARIS%2FLABIOS%2FCOLOR%20RICHE%2F2%2E%20A%2B%20CONTENT%2FTONO%20602%20%2D%2030145382&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,L'OREAL PARIS ,30147942,Color Riche,,LABIOS ,Labial Matte L'Oréal Paris Color Riche Tono Nude Independa,,#REF!,NUDE INDEPENDA,Labial en barra,"Descubrí el Labial en Barra Color Riche Intense Volume Matte, el compañero ideal para unos labios impactantes con un acabado ultra mate de larga duración. Su fórmula innovadora, enriquecida con ácido hialurónico, ofrece hasta 16 horas de color e hidratación, sin transferirse.
Sentí la sensación de unos labios cómodos y visiblemente más llenos durante todo el día, gracias a la fórmula con ácido hialurónico de este labial. Su acabado mate, liviano y cremoso, te brinda un look sofisticado y moderno.
No te preocupes por los retoques constantes, ya que este labial aguanta sin transferirse, manteniendo su intensidad y color intactos. Además, su nuevo envase más elegante facilita una aplicación precisa, resaltando la forma natural de tus labios.
El Labial en Barra Color Riche Intense Volume Matte está disponible en una amplia variedad de 8 tonos, para que encuentres el color perfecto que se adapte a tu estilo y personalidad.
",Dura hasta 16 horas. Volumen intenso. Acabado matte,"Aplica el labial sobre tus labios comenzando por el centro y deslizando la fórmula hacia las comisuras, extendiendo el color en toda el área de los labios.",Si,Día y Noche,Mate,No,,"Maquillaje, Labios, Acabado Mate, Colores intensos, Larga duracion, labial en barra, color riche, Labial, Labial loreal paris, Labial efecto mate, Ultra mate, labial loreal paris, labial efecto mate, pinta labios loreal, loreal paris labial, color rich, colour rich",3.6,GR,
MAKE UP ,L'OREAL PARIS ,30145429,Color Riche,,LABIOS ,Labial Matte L'Oréal Paris Color Riche Tono Plum dominant,,#REF!,PLUM DOMINANT,Labial en barra,"Descubrí el Labial en Barra Color Riche Intense Volume Matte, el compañero ideal para unos labios impactantes con un acabado ultra mate de larga duración. Su fórmula innovadora, enriquecida con ácido hialurónico, ofrece hasta 16 horas de color e hidratación, sin transferirse.
Sentí la sensación de unos labios cómodos y visiblemente más llenos durante todo el día, gracias a la fórmula con ácido hialurónico de este labial. Su acabado mate, liviano y cremoso, te brinda un look sofisticado y moderno.
No te preocupes por los retoques constantes, ya que este labial aguanta sin transferirse, manteniendo su intensidad y color intactos. Además, su nuevo envase más elegante facilita una aplicación precisa, resaltando la forma natural de tus labios.
El Labial en Barra Color Riche Intense Volume Matte está disponible en una amplia variedad de 8 tonos, para que encuentres el color perfecto que se adapte a tu estilo y personalidad.
",Dura hasta 16 horas. Volumen intenso. Acabado matte,"Aplica el labial sobre tus labios comenzando por el centro y deslizando la fórmula hacia las comisuras, extendiendo el color en toda el área de los labios.",Si,Día y Noche,Mate,No,,"Maquillaje, Labios, Acabado Mate, Colores intensos, Larga duracion, labial en barra, color riche, Labial, Labial loreal paris, Labial efecto mate, Ultra mate, labial loreal paris, labial efecto mate, pinta labios loreal, loreal paris labial, color rich, colour rich",3.6,GR,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?csf=1&web=1&e=HHG0NV&cid=d1ff7fa6%2Da556%2D4286%2D8190%2D726f04eaa906&FolderCTID=0x012000F211C015EFB11442B50B93E86223B619&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FLOREAL%20PARIS%2FLABIOS%2FCOLOR%20RICHE%2F2%2E%20A%2B%20CONTENT%2FTONO%20480%20%2D%2030145429&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,L'OREAL PARIS ,30145405,Color Riche,,LABIOS ,Labial Matte L'Oréal Paris Color Riche Tono Rose Activist,,#REF!,ROSE ACTIVIST,Labial en barra,"Descubrí el Labial en Barra Color Riche Intense Volume Matte, el compañero ideal para unos labios impactantes con un acabado ultra mate de larga duración. Su fórmula innovadora, enriquecida con ácido hialurónico, ofrece hasta 16 horas de color e hidratación, sin transferirse.
Sentí la sensación de unos labios cómodos y visiblemente más llenos durante todo el día, gracias a la fórmula con ácido hialurónico de este labial. Su acabado mate, liviano y cremoso, te brinda un look sofisticado y moderno.
No te preocupes por los retoques constantes, ya que este labial aguanta sin transferirse, manteniendo su intensidad y color intactos. Además, su nuevo envase más elegante facilita una aplicación precisa, resaltando la forma natural de tus labios.
El Labial en Barra Color Riche Intense Volume Matte está disponible en una amplia variedad de 8 tonos, para que encuentres el color perfecto que se adapte a tu estilo y personalidad.
",Dura hasta 16 horas. Volumen intenso. Acabado matte,"Aplica el labial sobre tus labios comenzando por el centro y deslizando la fórmula hacia las comisuras, extendiendo el color en toda el área de los labios.",Si,Día y Noche,Mate,No,,"Maquillaje, Labios, Acabado Mate, Colores intensos, Larga duracion, labial en barra, color riche, Labial, Labial loreal paris, Labial efecto mate, Ultra mate, labial loreal paris, labial efecto mate, pinta labios loreal, loreal paris labial, color rich, colour rich",3.6,GR,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?csf=1&web=1&e=HHG0NV&cid=d1ff7fa6%2Da556%2D4286%2D8190%2D726f04eaa906&FolderCTID=0x012000F211C015EFB11442B50B93E86223B619&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FLOREAL%20PARIS%2FLABIOS%2FCOLOR%20RICHE%2F2%2E%20A%2B%20CONTENT%2FTONO%20188%20%2D%2030145405&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,L'OREAL PARIS ,30153080,Color Riche,,LABIOS ,Labial Matte L'Oréal Paris Color Riche Tono Rouge Determin,,#REF!,ROUGE DETERMIN,Labial en barra,"Descubrí el Labial en Barra Color Riche Intense Volume Matte, el compañero ideal para unos labios impactantes con un acabado ultra mate de larga duración. Su fórmula innovadora, enriquecida con ácido hialurónico, ofrece hasta 16 horas de color e hidratación, sin transferirse.
Sentí la sensación de unos labios cómodos y visiblemente más llenos durante todo el día, gracias a la fórmula con ácido hialurónico de este labial. Su acabado mate, liviano y cremoso, te brinda un look sofisticado y moderno.
No te preocupes por los retoques constantes, ya que este labial aguanta sin transferirse, manteniendo su intensidad y color intactos. Además, su nuevo envase más elegante facilita una aplicación precisa, resaltando la forma natural de tus labios.
El Labial en Barra Color Riche Intense Volume Matte está disponible en una amplia variedad de 8 tonos, para que encuentres el color perfecto que se adapte a tu estilo y personalidad.
",Dura hasta 16 horas. Volumen intenso. Acabado matte,"Aplica el labial sobre tus labios comenzando por el centro y deslizando la fórmula hacia las comisuras, extendiendo el color en toda el área de los labios.",Si,Día y Noche,Mate,No,,"Maquillaje, Labios, Acabado Mate, Colores intensos, Larga duracion, labial en barra, color riche, Labial, Labial loreal paris, Labial efecto mate, Ultra mate, labial loreal paris, labial efecto mate, pinta labios loreal, loreal paris labial, color rich, colour rich",3.6,GR,https://loreal.sharepoint.com/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/Forms/AllItems.aspx?csf=1&web=1&e=HHG0NV&cid=d1ff7fa6%2Da556%2D4286%2D8190%2D726f04eaa906&FolderCTID=0x012000F211C015EFB11442B50B93E86223B619&id=%2Fsites%2F%2DAR%2DContenidoeCommerceDPGP%2FDocuments%20partages%2FGeneral%2FContenido%20Loreal%20Consumo%20Masivo%2FCategor%C3%ADas%2F4%2E%20MAKE%20UP%2FLOREAL%20PARIS%2FLABIOS%2FCOLOR%20RICHE%2F2%2E%20A%2B%20CONTENT%2FTONO%20346%20%2D%2030153080&viewid=4c10b7ab%2D3dd4%2D43ab%2Db35c%2Dbc535dfbe16b
MAKE UP ,L'OREAL PARIS ,30150508,Color Riche,,LABIOS ,Labial Matte L'Oréal Paris Color Riche Tono Wood Monchalan,,#REF!,WOOD NONCHALAN,Labial en barra,"Descubrí el Labial en Barra Color Riche Intense Volume Matte, el compañero ideal para unos labios impactantes con un acabado ultra mate de larga duración. Su fórmula innovadora, enriquecida con ácido hialurónico, ofrece hasta 16 horas de color e hidratación, sin transferirse.
Sentí la sensación de unos labios cómodos y visiblemente más llenos durante todo el día, gracias a la fórmula con ácido hialurónico de este labial. Su acabado mate, liviano y cremoso, te brinda un look sofisticado y moderno.
No te preocupes por los retoques constantes, ya que este labial aguanta sin transferirse, manteniendo su intensidad y color intactos. Además, su nuevo envase más elegante facilita una aplicación precisa, resaltando la forma natural de tus labios.
El Labial en Barra Color Riche Intense Volume Matte está disponible en una amplia variedad de 8 tonos, para que encuentres el color perfecto que se adapte a tu estilo y personalidad.
",Dura hasta 16 horas. Volumen intenso. Acabado matte,"Aplica el labial sobre tus labios comenzando por el centro y deslizando la fórmula hacia las comisuras, extendiendo el color en toda el área de los labios.",Si,Día y Noche,Mate,No,,"Maquillaje, Labios, Acabado Mate, Colores intensos, Larga duracion, labial en barra, color riche, Labial, Labial loreal paris, Labial efecto mate, Ultra mate, labial loreal paris, labial efecto mate, pinta labios loreal, loreal paris labial, color rich, colour rich",3.6,GR,
MAKE UP ,L'OREAL PARIS ,30160903,Air Volume,,Ojos,Mascara de Pestañas L'Oréal Paris Air Mega Volume 30hs WTP,,,#REF!,Máscara de pestañas,"La máscara de pestañas Air Volume 30H de L'Oréal Paris, ahora con una duración muy prolongada de hasta 30 horas. A su vez, este producto eleva las pestañas gracias a una tecnología de volumen de aire.",Volumen extremo. Larga duracion. A prueba de agua,,Todo tipo de piel,Día y Noche,,No,"30173613, 3600523614493, 3600523560899, 3600522025252, 30143654",Maquillaje; mascara de pestañas; volumen; ojos; maquillaje loreal; maquillaje loreal paris; máscara de pestañas; máscara para pestañas; mascara para pestañas; rimel loreal; rimmel loreal; rimel pestañas; rimmel; rimel; máscara de pestañas a prueba de agua; máscara de pestañas lavable; máscara de pestañas sin grumos; rimel sin grumos; rimmel sin grumos; air volume; mascara air volume; rimel air volume; rimmel air volume; air volume loreal,9.4,ml,
MAKE UP ,L'OREAL PARIS ,30179493,Air Volume,,Ojos,Mascara de Pestañas L'Oréal Paris Air Mega Volume WSH,,,#REF!,Máscara de pestañas,"Máscara de pestañas para un mega volumen, ligero como el aire gracias a su tecnología Expancil de “aire inyectado”","Fómula con aire inyectado para sentir pestañas ligeras y flexibles.Fórmula Hipoalergénica, apta para ojos sensibles, sin perfume.",Aplica la máscara con movimientos en zig-zag desde la raíz hasta las puntas.,Todo tipo de piel,Día y Noche,,No,"30173613, 3600523614493, 3600523560899, 3600522025252, 30143654",Maquillaje; mascara de pestañas; volumen; ojos; maquillaje loreal; maquillaje loreal paris; máscara de pestañas; máscara para pestañas; mascara para pestañas; rimel loreal; rimmel loreal; rimel pestañas; rimmel; rimel; máscara de pestañas a prueba de agua; máscara de pestañas lavable; máscara de pestañas sin grumos; rimel sin grumos; rimmel sin grumos; air volume; mascara air volume; rimel air volume; rimmel air volume; air volume loreal,9.4,ml,
MAKE UP ,L'OREAL PARIS ,30162174,Air Volume,,Ojos,Mascara de Pestañas L'Oréal Paris Air Mega Volume WTP ,,,#REF!,Máscara de pestañas,"Máscara de pestañas a prueba de agua para un volumen extremo, pero ligero como el aire gracias a su tecnología Expancil de ""aire inyectado"". Olvidte de las pestañas pesadas, consigue un volumen 3D, pero manteniéndolas ligeras y flexibles. Hipoalergénica e indicada para ojos sensibles.","A prueba de agua. Fórmula con aire inyectado para sentir pestañas ligeras y flexibles.El cepillo recoge todas las pestañas, incluso las más cortas. Duración 24H.","Aplica la mascara comenzando desde la base, haciendo pequeños movimientos en zigzag para cubrir cada pestaña con la fórmula.",Todo tipo de piel,Día y Noche,,No,3600523614448; 3600523560899; 3600523653959;,Maquillaje; mascara de pestañas; volumen; ojos; maquillaje loreal; maquillaje loreal paris; máscara de pestañas; máscara para pestañas; mascara para pestañas; rimel loreal; rimmel loreal; rimel pestañas; rimmel; rimel; máscara de pestañas a prueba de agua; máscara de pestañas lavable; máscara de pestañas sin grumos; rimel sin grumos; rimmel sin grumos; air volume; mascara air volume; rimel air volume; rimmel air volume; air volume loreal,9.4,ml,
MAKE UP ,L'OREAL PARIS ,30175792,False Lash,,Ojos,Mascara de Pestañas L'Oréal París Bambi Eye WSH,,,#REF!,Máscara de pestañas,"La nueva mascara de pestañas L'Oréal París Bambi False Lash permite obtener pestañas flexibles, curvas y desplegadas. ",Mirada amplia. Mayor volumen,"Para facilitar la separación de las pestañas, aplicar el producto realizando zig-zags ",Todo tipo de piel,Día y Noche,,No,"3600523755257, 3600523755264, 3600523755271, 30175228",Maquillaje; mascara de pestañas; volumen; ojos; maquillaje loreal; maquillaje loreal paris; máscara de pestañas; máscara para pestañas; mascara para pestañas; rimel loreal; rimmel loreal; rimel pestañas; rimmel; rimel; máscara de pestañas a prueba de agua; máscara de pestañas lavable; máscara de pestañas sin grumos; rimel sin grumos; rimmel sin grumos; false lash; rimel false lash; máscara de pestañas false lash; mascara bambi; máscara bambi; rimmel bambi; rimel bambi; rimel bambi loreal,8.9,ml,
MAKE UP ,L'OREAL PARIS ,30178625,False Lash,,Ojos,Mascara de Pestañas L'Oréal París Bambi Eye WTP,,,#REF!,Máscara de pestañas,La nueva mascara de pestañas L'Oréal París Bambi False Lash WTP curva y levanta cada pestaña para abrir tu mirada al instante,A prueba de agua. Mirada amplia,"Para facilitar la separación de las pestañas, aplicar el producto realizando zig-zags ",Todo tipo de piel,Día y Noche,,No,"3600523755271, 30175228, 30173132, 30173293, 30173385, 3600523793914",Maquillaje; mascara de pestañas; volumen; ojos; maquillaje loreal; maquillaje loreal paris; máscara de pestañas; máscara para pestañas; mascara para pestañas; rimel loreal; rimmel loreal; rimel pestañas; rimmel; rimel; máscara de pestañas a prueba de agua; máscara de pestañas lavable; máscara de pestañas sin grumos; rimel sin grumos; rimmel sin grumos; false lash; rimel false lash; máscara de pestañas false lash; mascara bambi; máscara bambi; rimmel bambi; rimel bambi; rimel bambi loreal,8.9,ml,
MAKE UP ,L'OREAL PARIS ,30164185,False Lash,,Ojos,Mascara de Pestañas L'Oreal Paris Bambi Oversized ,,,#REF!,Máscara de pestañas,"La nueva mascara de pestañas L'Oréal París Bambi Oversized permite obtener pestañas levantadas, rizadas y alargadas. Proporciona elasticidad y volumen instantáneos de las pestañas",Volumen. Extension. Alargamiento,,Todo tipo de piel,Día y Noche,,No,3600522059592;3600521649589,Maquillaje; mascara de pestañas; volumen; ojos; maquillaje loreal; maquillaje loreal paris; máscara de pestañas; máscara para pestañas; mascara para pestañas; rimel loreal; rimmel loreal; rimel pestañas; rimmel; rimel; máscara de pestañas a prueba de agua; máscara de pestañas lavable; máscara de pestañas sin grumos; rimel sin grumos; rimmel sin grumos; false lash; rimel false lash; máscara de pestañas false lash; mascara bambi; máscara bambi; rimmel bambi; rimel bambi; rimel bambi loreal,8.9,ml,
MAKE UP ,L'OREAL PARIS ,3600522097303,False Lash,,Ojos,Mascara de Pestañas L'Oréal París False Lash Telescopic WSH,,,#REF!,Máscara de pestañas,"Máscara que alarga telescópicamente las pestañas. Proporciona curva y levanta de cada pestaña generando un efecto pestañas postizas.
1) Maximiza la mirada con un efecto de pestañas postizas
2) Mirada esculpida, intensamente fluida
3) Curva y levante de cada pestaña
4) Pestañas desplegadas, curvas y flexibles.",Alarga telescopicamente las pestañashace las pestañas más gruesas desde la raíz,Aplica el producto con el pincel desde las raíces hasta las puntas,Todo tipo de piel,Día y Noche,,No,3600522059592;3600521649589,Maquillaje; mascara de pestañas; volumen; ojos; maquillaje loreal; maquillaje loreal paris; máscara de pestañas; máscara para pestañas; mascara para pestañas; rimel loreal; rimmel loreal; rimel pestañas; rimmel; rimel; máscara de pestañas a prueba de agua; máscara de pestañas lavable; máscara de pestañas sin grumos; rimel sin grumos; rimmel sin grumos; false lash; rimel false lash; máscara de pestañas false lash,9.6,ml,
MAKE UP ,L'OREAL PARIS ,3600522066842,Mega Volume,,Ojos,Mascara de Pestañas L'Oréal París Mega Volume Collagene WSH,,,#REF!,Máscara de pestañas,"Máscara de pestañas con mega concentración de colágeno para un volumen extremo y notable. Larga duración 24 hs. Pigmentos negro intenso.
Máscara de pestañas con cepillo multiplicador, con efecto de pestañas 3 veces más densas. Proporciona un dosificador interno para una dosis exacta. Cero grumos.",Mega concentración de colágeno para un volumen impactante. Duración 24 hspigmentos negro intenso,Aplica el producto con el pincel desde las raíces hasta las puntas,Todo tipo de piel,Día y Noche,,No,"3054080005773;""3600523409273
""",Maquillaje; mascara de pestañas; volumen; ojos; maquillaje loreal; maquillaje loreal paris; máscara de pestañas; máscara para pestañas; mascara para pestañas; rimel loreal; rimmel loreal; rimel pestañas; rimmel; rimel; máscara de pestañas a prueba de agua; máscara de pestañas lavable; máscara de pestañas sin grumos; rimel sin grumos; rimmel sin grumos; mega volume; mascara mega volume; rimel mega volume; rimmel mega volume; mega volume loreal,6,ml,
MAKE UP ,L'OREAL PARIS ,3600523503285,Paradise,,Ojos,Mascara de Pestañas L'Oréal París Paradise Black WSH,,,#REF!,Máscara de pestañas,"Máscara de pestañas que proporcionan un volumen espectacular y longitud máxima, dejando las pestañas suaves y flexibles gracias a su cepillo ultra suave. ",Cepillo Ultra Suave. Lleva tus pestañas al infinito.Textura liviana,Aplica el producto con el pincel desde las raíces hasta las puntas,Todo tipo de piel,Día y Noche,,No,30143678; 3600523497140; 30143654; 30143630; 3600523591831,Maquillaje; mascara de pestañas; volumen; ojos; maquillaje loreal; maquillaje loreal paris; máscara de pestañas; máscara para pestañas; mascara para pestañas; rimel loreal; rimmel loreal; rimel pestañas; rimmel; rimel; máscara de pestañas a prueba de agua; máscara de pestañas lavable; máscara de pestañas sin grumos; rimel sin grumos; rimmel sin grumos; paradie; máscara paradise; rimel paradise; rimmel paradise,6.4,ml,
